koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
CANDIDATE,0,0,0,0,44.6966177,155.6611,0.373,10.532,257.3,2.46,637,38.95,15.3,1,5929,4.123,1.518,295.59735,43.596401,14.875
CANDIDATE,0,0,0,0,3.07714195,133.4849,0.983,3.571,34.2,1.08,1493,1175,9.9,1,6108,4.251,1.336,291.88797,43.649811,12.889
CANDIDATE,0,0,0,0,3.83488354,135.08701,0.242,2.026,243,1.2,1003,239.15,10.9,1,5515,4.592,0.775,295.36145,45.914841,15.972
FALSE POSITIVE,0,0,1,0,5.81289843,131.5613,0.499,3.979,76.3,0.93,1102,348.61,9.5,1,6175,4.41,1.041,285.56747,38.040691,14.51
FALSE POSITIVE,0,0,1,0,6.44173995,136.77753,0.3252,1.635,107.7,1.41,1175,451.14,10.5,1,6088,4.225,1.339,298.91083,42.18504,13.861
FALSE POSITIVE,0,0,1,0,0.631106722,131.89801,0.194,0.9942,49.2,0.63,1945,3367.19,17.6,1,5400,4.443,0.898,295.66672,43.37035,13.572
CONFIRMED,0,0,0,0,114.336052,216.7966,0.529,14.077,239.8,2.09,429,8.02,13,1,5802,4.218,1.316,290.14655,39.665821,15.015
FALSE POSITIVE,1,0,1,0,0.63938062,131.894673,1.377,1.2067,308,51.53,2566,10289.98,97.5,1,6607,4.363,1.204,293.52997,45.66433,13.725
CANDIDATE,0,0,0,0,8.8233996,136.8921,0.022,6.735,104.6,1.13,929,176.13,13.3,1,5602,4.269,1.121,285.59543,40.679722,14.598
FALSE POSITIVE,1,0,1,1,0.566801045,131.79795,0.628,1.7499,188.3,1.42,2348,7209.06,34.9,1,6106,4.405,0.982,292.93552,42.824871,14.498
CONFIRMED,0,0,0,0,1.5184181,132.138,0.561,2.842,196.8,1.85,1926,3261.65,15.9,1,6302,4.259,1.269,289.87506,43.420959,14.118
FALSE POSITIVE,1,0,1,0,0.96807117,132.44697,0.53,1.677,104.8,0.72,1487,1157.58,15.4,2,5367,4.639,0.687,300.23587,44.76952,15.247
FALSE POSITIVE,0,0,1,1,3.55661906,133.4975,0.384,5.396,23.3,0.72,1518,1254.47,11.4,1,6018,4.081,1.458,297.09583,46.211021,12.84
CANDIDATE,0,0,0,0,40.0691482,143.73713,1.125,2.928,784.1,13.25,458,10.42,10.5,1,5485,4.575,0.762,299.01312,41.329311,15.618
CANDIDATE,0,0,0,0,4.02745396,133.12194,0.304,1.33,85.2,0.98,1250,577.46,10.8,1,6174,4.398,1.041,300.6496,44.05574,13.685
CANDIDATE,0,0,0,0,4.96061094,135.32139,0.058,2.864,20.4,0.59,1272,618.99,12.5,1,6117,4.244,1.298,283.35046,45.339111,11.525
CANDIDATE,0,0,0,0,1.4733245,132.85599,0.197,1.406,124,1.03,1576,1453.8,11.9,1,5751,4.431,0.921,297.60236,40.803219,15.078
CONFIRMED,0,0,0,0,101.952048,206.3499,0.084,5.991,152.5,1.31,428,7.92,10.3,1,6210,4.407,1.054,297.27087,46.928421,13.658
FALSE POSITIVE,0,0,1,0,2.41795911,132.5063,0.145,2.727,100.5,0.53,878,140.54,10.1,1,4623,4.719,0.534,291.20007,39.053982,15.121
CANDIDATE,0,0,0,0,5.93218209,135.63378,0.097,4.507,205.3,1.39,1000,235.68,14.9,1,5843,4.474,0.977,296.77414,40.793282,15.466
CANDIDATE,0,0,0,0,96.384483,144.86825,0.095,5.253,591,2.41,400,6.03,10.4,1,5919,4.485,1,284.68292,41.592411,15.602
CANDIDATE,0,0,0,0,6.05552018,131.59851,0.19,2.818,134.6,0.92,844,119.89,9.8,1,5352,4.585,0.805,295.47382,39.124561,14.772
CANDIDATE,0,0,0,0,54.333582,144.7536,0.823,10.545,152,1.7,513,16.37,10.5,1,5500,4.228,1.221,285.15942,47.88274,14.487
CANDIDATE,0,0,0,0,4.11754421,132.79189,0.312,4.362,34.3,1.02,1581,1477.06,22.1,1,6263,4.024,1.726,287.6376,46.204411,10.335
FALSE POSITIVE,1,0,0,0,2.78801663,132.5612,0.796,17.354,14,0.91,2287,6451.74,21.8,1,7523,3.986,2.206,298.96481,44.45277,12.133
CONFIRMED,0,0,0,0,3.94660745,132.24892,0.278,2.705,309.4,1.4,981,218.91,12.7,1,5376,4.576,0.806,284.87134,49.775909,15.923
FALSE POSITIVE,0,0,1,1,4.99473798,136.1785,0.46,3.05,99.5,0.82,917,167.06,17.5,1,5406,4.569,0.819,282.61804,46.787521,13.819
CANDIDATE,0,0,0,0,122.749053,170.9953,0.997,8.342,1041.2,6.13,348,3.48,15,1,5619,4.488,0.976,292.98517,46.506569,15.511
CANDIDATE,0,0,0,0,4.37992345,133.99121,0.728,4.949,15.5,0.81,1608,1579.65,13.9,1,6311,3.993,1.918,288.59967,46.031712,10.438
CANDIDATE,0,0,0,0,3.70858595,134.47308,0.115,1.94,305.4,1.33,995,231.84,11.3,1,5420,4.596,0.771,291.64294,37.632408,15.947
CANDIDATE,0,0,0,0,9.4527721,135.7805,0.746,3.817,197.3,1.3,832,113.38,11.3,1,5973,4.547,0.857,290.7377,45.725368,15.58
CANDIDATE,0,0,0,0,4.3638313,135.33772,0.39,1.457,194.1,1.08,976,214.31,10.3,1,5623,4.596,0.763,287.50766,44.31424,15.642
CONFIRMED,0,0,0,0,6.18943952,134.78,0.334,2.3316,83.2,0.65,783,88.79,26.8,3,5051,4.562,0.721,289.75229,41.634605,8.717
CANDIDATE,0,0,0,0,6.83006228,135.76099,0.006,3.315,187.4,1.09,882,142.95,12.1,1,5807,4.576,0.8,289.26697,51.751221,15.17
CANDIDATE,0,0,0,0,17.1622587,148.6441,1.201,4.668,312.2,22.42,674,48.86,11.7,1,5729,4.509,0.939,294.22134,39.989521,14.841
CANDIDATE,0,0,0,0,5.19898615,133.05317,0.428,2.359,136.8,1.04,1035,271.21,11.5,1,6058,4.54,0.867,298.78278,48.312809,14.652
CONFIRMED,0,0,0,0,8.70179611,138.24633,0.045,3.048,304.1,1.37,750,74.58,11.8,1,5295,4.548,0.8,295.90503,45.40543,15.85
CANDIDATE,0,0,0,0,14.74426,135.04,1.063,8.168,113.6,8.1,784,89.04,11.9,2,6146,4.454,0.987,301.56284,44.240391,13.775
FALSE POSITIVE,0,0,1,1,0.933747395,131.51671,0.541,4.798,30.9,1.24,2596,10738.05,26.7,1,5574,3.818,2.174,292.79254,47.576721,12.877
CONFIRMED,0,0,0,0,6.1082945,131.8756,0.63,3.493,61.1,1.06,1267,608.39,10.8,1,6720,4.316,1.289,295.17538,45.930908,13.606
FALSE POSITIVE,1,0,1,1,119.72007,175.8762,0.025,9.48,115.6,1.26,410,6.67,9,1,5963,4.321,1.176,291.16129,38.710602,13.59
FALSE POSITIVE,1,0,0,0,1.27839331,132.0902,0.201,6.343,19.5,0.86,2853,15656.19,15.2,1,7758,4.106,1.918,294.46487,39.725391,13.107
FALSE POSITIVE,1,0,1,0,0.58675746,131.75424,1.183,1.508,143.8,19.91,2157,5080.59,18.4,1,5942,4.506,0.938,287.82877,42.061642,15.509
CANDIDATE,0,0,0,0,22.599501,152.9112,0.12,4.38,76.9,0.96,734,68.48,2.9,1,6335,4.375,1.087,296.29056,44.42326,11.531
CANDIDATE,0,0,0,0,7.28171395,137.30085,0.956,1.723,111.6,2.59,1086,329.68,14.4,1,4970,3.924,1.806,299.13779,43.498638,13.367
CANDIDATE,0,0,0,0,44.9851885,150.5703,0.664,4.164,617.8,2.09,433,8.34,12.7,2,5295,4.548,0.8,295.90503,45.40543,15.85
CANDIDATE,0,0,0,0,5.89089509,132.43645,0.282,2.402,267.7,1.54,985,223.02,11.7,1,5869,4.513,0.942,284.6134,48.37347,15.683
CANDIDATE,0,0,0,0,4.13029832,133.5272,0.041,2.461,325.3,1.44,995,231.52,8.7,1,5490,4.557,0.81,291.2941,41.91283,15.956
FALSE POSITIVE,0,0,1,0,4.60690612,135.19221,0.203,4.176,137.5,0.9,950,192.38,13.3,1,5529,4.583,0.775,284.65338,42.48835,15.069
FALSE POSITIVE,0,0,1,1,1.50178705,131.56426,0.359,2.936,86.7,0.93,1617,1619.24,13.4,1,5964,4.471,0.987,295.19534,39.92725,15.028
FALSE POSITIVE,0,1,1,1,17.4453935,135.7609,1.254,6.39,501.7,32.01,770,83.11,16.4,1,6260,4.433,1.063,291.9281,41.968441,15.954
CANDIDATE,0,0,0,0,201.325036,174.7724,0.597,14.4,125.4,1.98,410,6.71,14.2,1,6120,4.093,1.699,292.93643,46.753021,13.174
CANDIDATE,0,0,0,0,5.59346375,131.50752,0.079,1.668,236.5,1.43,1008,243.63,9.5,1,5874,4.498,0.933,288.44839,49.714031,15.308
CANDIDATE,0,0,0,0,3.44928111,133.38221,0.534,1.424,237,1.23,966,206.55,9.7,1,5119,4.591,0.781,291.45734,37.206841,15.144
FALSE POSITIVE,0,0,0,1,1.4725859,132.92731,0.377,2.953,84.4,0.93,1662,1801.98,13.3,1,6077,4.471,0.999,287.64566,48.638821,15.117
CANDIDATE,0,0,0,0,37.9043889,163.7386,0.473,11.638,98.2,1.97,693,54.36,13.9,1,5303,3.87,1.964,290.25931,46.885109,13.726
FALSE POSITIVE,0,1,1,0,1.44438449,132.75645,0.466,2.704,75.4,1.08,1980,3622.28,10.8,1,6667,4.358,1.213,294.04175,39.457371,14.815
CANDIDATE,0,0,0,0,6.88297756,134.16424,0.707,2.065,30.4,0.77,1141,400.53,13.2,2,6117,4.244,1.298,283.35046,45.339111,11.525
CANDIDATE,0,0,0,0,2.049602348,132.32639,0.435,1.061,186.1,1.08,1203,494.57,11.3,1,5356,4.589,0.78,289.18149,51.562538,15.277
CANDIDATE,0,0,0,0,53.285584,172.297,0.754,6.492,158.6,1.44,537,19.63,11,1,6015,4.297,1.057,283.57269,41.695728,13.98
CANDIDATE,0,0,0,0,2.49915311,133.08978,0.666,1.803,179.2,1.02,983,220.65,13.4,1,4705,4.572,0.72,294.3735,40.65144,15.352
CANDIDATE,0,0,0,0,105.997107,144.41965,0.667,3.751,430.8,1.83,373,4.59,10.9,1,6068,4.565,0.831,295.6709,47.830399,14.894
FALSE POSITIVE,0,0,1,1,2.48882685,132.12332,0.711,3.487,80.2,1.05,1477,1124.85,14.2,1,6246,4.433,1.092,293.26266,46.30888,14.768
CANDIDATE,0,0,0,0,6.30432354,137.29688,0.665,2.508,40,1.23,1510,1229.72,10.7,1,6728,3.987,1.836,293.37381,44.727982,13.01
FALSE POSITIVE,1,0,1,0,0.968065631,131.97214,0.518,1.772,92.5,0.68,1487,1157.58,14,1,5367,4.639,0.687,300.23587,44.76952,15.247
FALSE POSITIVE,0,0,1,0,17.6604653,137.3914,0.689,2.837,309.2,1.76,690,53.57,11.3,1,5910,4.505,0.94,293.05508,47.606739,15.768
CANDIDATE,0,0,0,0,3.38419892,131.9355,0.176,1.485,228.2,1.2,1074,313.79,11.5,1,5613,4.581,0.795,292.96661,39.899639,15.446
CANDIDATE,0,0,0,0,1.69999106,131.6296,0.388,3.289,95.6,0.55,934,180.38,10.6,1,4289,4.684,0.554,289.05286,46.67593,15.928
CANDIDATE,0,0,0,0,1.19260017,132.66994,0.015,1.502,58,0.77,1726,2107.84,11.7,1,5600,4.349,1.013,298.08716,42.164349,13.818
FALSE POSITIVE,1,0,1,1,4.2059745,132.2828,0.115,8.006,41.2,0.75,1263,601.3,7.7,1,5960,4.291,1.163,298.4985,41.08337,14.734
FALSE POSITIVE,1,0,0,1,0.566803216,131.80982,0.424,3.325,20.2,0.54,2642,11526.75,15.5,1,6473,4.33,1.182,291.78796,42.834099,13.449
FALSE POSITIVE,0,0,1,1,37.809539,158.4002,0.03,7.547,487.4,1.79,483,12.89,9.7,1,5595,4.57,0.82,289.77826,38.262741,15.752
CANDIDATE,0,0,0,0,12.003678,134.71007,0.076,2.799,281.7,0.97,503,15.12,12,1,4328,4.654,0.594,291.69516,49.187859,15.675
CONFIRMED,0,0,0,0,5.17624997,133.7381,0.097,5.261,78.7,1.31,1243,565.42,13.4,1,5578,4.088,1.497,296.51205,49.72776,14.435
FALSE POSITIVE,0,0,1,0,0.589458602,131.82156,0.086,0.8278,158.4,0.98,1848,2736.51,17.3,1,5286,4.517,0.776,295.45059,50.54211,15.314
CONFIRMED,0,0,0,0,3.91794676,132.86384,0.337,2.549,116.5,0.94,1030,266.81,13.5,1,5500,4.547,0.87,291.25027,45.655071,14.75
CANDIDATE,0,0,0,0,4.22426989,132.3611,0.716,4.22,13.6,0.35,1069,309.32,11,1,5735,4.501,0.883,296.33688,43.60009,11.756
CANDIDATE,0,0,0,0,56.3479517,163.3795,0.768,8.789,43.6,1.06,586,27.97,15.1,1,5843,4.086,1.471,287.31485,39.538181,10.455
FALSE POSITIVE,1,0,0,0,0.934181579,132.39492,0.62,3.943,12.1,0.79,3268,26937.31,19.8,1,7624,4.029,2.152,292.77634,38.39397,11.219
CANDIDATE,0,0,0,0,19.9778599,135.165,0.172,5.96,83.4,1.07,773,84.29,12.8,1,6392,4.399,1.162,286.56033,48.893051,13.52
CANDIDATE,0,0,0,0,3.8183717,133.90812,0.878,2.687,50.8,1.39,1683,1894.37,11.8,1,6738,4.109,1.692,295.24191,43.972599,13.821
FALSE POSITIVE,0,0,1,0,21.5324915,131.87749,0.5366,4.156,100.5,1.47,876,139.32,12.1,1,6737,4.228,1.41,295.85782,41.415691,13.41
FALSE POSITIVE,0,0,1,1,3.74779583,134.2022,0.39,3.157,88.5,1.06,1324,725.94,14.4,1,6341,4.409,1.111,291.06143,50.22694,14.416
CANDIDATE,0,0,0,0,9.07829171,138.25933,0.164,0.783,530.9,3.69,984,221.32,7,1,5086,4.002,1.611,291.58875,44.907509,14.383
FALSE POSITIVE,1,0,1,1,0.91842238,131.5859,1.186,5.664,162.9,16.07,1525,1280.4,12.9,1,5288,4.613,0.74,289.72168,45.439758,15.899
CONFIRMED,0,0,0,0,9.74048508,134.87916,0.89,1.6993,121.4,0.95,673,48.52,25.8,1,5051,4.562,0.721,289.75229,41.634605,8.717
FALSE POSITIVE,0,0,0,1,5.35745121,131.62784,0.119,2.592,78.2,1.65,1457,1065.83,16.4,1,6123,3.982,1.86,298.45123,46.620861,12.596
FALSE POSITIVE,0,1,0,1,2.16132662,131.90236,0.778,4.487,112.2,0.5,687,52.58,25.3,1,3754,4.818,0.43,291.54214,48.991192,14.751
CONFIRMED,0,0,0,0,6.76289308,135.6771,0.553,6.204,50.9,1.21,1337,754.37,14.6,1,6547,4.122,1.63,286.54364,45.304871,13.499
CANDIDATE,0,0,0,0,75.2116373,202.30222,0.058,3.203,362.6,2.83,516,16.78,13.1,1,5818,4.165,1.5,291.51758,49.43462,14.39
CANDIDATE,0,0,0,0,6.36283414,131.8069,0.141,3.752,159.4,1.12,956,197.84,9.9,1,5955,4.534,0.883,285.22415,40.958931,15.567
CANDIDATE,0,0,0,0,7.53737498,135.80956,0.225,3.966,41.1,0.93,1210,506.84,11.3,1,6483,4.206,1.436,286.51355,45.038044,12.912
FALSE POSITIVE,0,0,1,0,1.09844642,132.4402,0.727,1.528,45,1.73,2921,17139.77,15.1,1,6403,3.772,2.391,298.90598,47.611359,13.19
FALSE POSITIVE,0,0,0,1,25.94947,148.9734,0.678,15.7,238.3,1.22,508,15.74,8.2,1,5348,4.609,0.748,293.73605,38.940041,15.908
CANDIDATE,0,0,0,0,7.57600886,135.6293,0.267,3.361,49,0.54,778,86.87,12.5,1,5361,4.588,0.774,293.29279,41.997589,13.241
FALSE POSITIVE,0,0,0,1,1.8789138,133.06338,0.536,4.279,30.2,1.9,3330,29112.69,17.8,1,8046,3.704,3.339,297.23672,40.034039,12.95
FALSE POSITIVE,0,1,1,0,0.514771509,131.94435,0.222,1.256,43.4,0.57,2113,4749.21,12,1,5730,4.545,0.87,298.22543,40.783989,14.198
CANDIDATE,0,0,0,0,8.61742738,133.50863,0.059,2.713,154.9,1.01,733,68.28,11.3,1,5009,4.491,0.84,292.46387,41.299068,14.79
FALSE POSITIVE,0,0,1,0,5.00749378,134.69035,0.206,2.898,56.6,1.68,1499,1192.26,14.7,1,5242,3.644,2.243,291.39969,44.473099,12.938
CONFIRMED,0,0,0,0,196.436796,173.692,0.019,8.556,631.9,2.33,292,1.72,14.4,1,5462,4.452,0.946,286.37827,43.07325,15.139
CANDIDATE,0,0,0,0,8.8303681,134.80059,0.746,3.426,296.2,1.32,676,49.36,10.9,1,5051,4.628,0.706,282.19565,47.105679,15.945
CANDIDATE,0,0,0,0,12.85755895,141.85597,0.55,4.831,106.5,1.23,860,129.15,14.2,1,5860,4.276,1.156,294.30099,39.519058,13.821
FALSE POSITIVE,1,0,1,1,0.566810643,131.80277,0.315,3.471,45.6,0.52,1976,3605.07,17.2,1,5776,4.598,0.758,291.27859,42.53738,14.844
CANDIDATE,0,0,0,0,33.502923,158.6469,0.756,11.947,70.9,1.08,645,40.79,12.5,2,5999,4.263,1.177,286.77313,39.277531,13.219
CANDIDATE,0,0,0,0,9.3335486,137.6177,0.725,6.643,71.2,1.69,1082,323.68,11.7,1,5354,3.927,1.863,295.21426,45.324509,14.276
FALSE POSITIVE,0,0,1,0,2.21030572,133.57674,0.233,2.492,92,1.06,1572,1440.34,11.4,1,6355,4.418,1.09,286.83643,46.288509,14.886
CANDIDATE,0,0,0,0,9.54060855,131.91276,0.031,1.869,462,1.75,735,69.25,11.2,1,5271,4.522,0.831,288.87082,50.815559,15.836
FALSE POSITIVE,0,0,1,0,5.99321872,133.6359,0.02,3.92,203.2,1.23,952,194.41,9.5,1,5853,4.544,0.868,296.52655,39.49091,15.512
CANDIDATE,0,0,0,0,1.80926734,132.6883,0.385,2.469,98,0.89,1444,1028.71,10.9,1,5897,4.531,0.891,298.54257,40.51479,15.186
FALSE POSITIVE,0,1,1,1,0.70544189,131.6954,0.328,1.772,133.5,1.04,1960,3481.65,13.9,1,5838,4.529,0.897,289.97791,50.668259,15.826
CANDIDATE,0,0,0,0,5.04413987,132.51986,0.727,1.623,172,1.18,862,130.09,10.2,2,4954,4.5,0.828,290.46512,47.92918,15.377
FALSE POSITIVE,0,0,1,1,0.933728755,131.54241,0.645,4.363,13.5,0.72,2777,14057.75,17.9,1,6652,4.036,1.863,292.83698,47.55394,10.959
CANDIDATE,0,0,0,0,5.3694084,133.8117,0.837,3.949,40,0.62,974,212.68,8,1,5753,4.538,0.869,284.73474,39.045361,13.786
CANDIDATE,0,0,0,0,5.65690281,131.5761,0.014,3.583,32.2,0.74,1159,425.7,10.4,1,5687,4.191,1.32,287.67059,43.197239,12.715
FALSE POSITIVE,0,0,1,0,0.734573766,131.59872,0.044,1.295,68.4,0.86,2061,4270.04,11.4,1,5602,4.325,1.051,300.94925,45.247952,14.617
FALSE POSITIVE,1,0,0,0,289.86046,258.5572,0.3711,11.103,234.5,1.5,279,1.43,10.3,1,5914,4.451,0.971,293.06857,42.957211,13.696
FALSE POSITIVE,0,0,0,1,1.332580225,132.03999,0.519,2.057,46.3,2.18,3111,22103.67,16.4,1,6858,3.731,3.096,294.51309,46.500759,13.922
CANDIDATE,0,0,0,0,7.4299322,138.7701,0.826,4.013,164.9,1.81,1024,259.7,9.8,1,5635,4.23,1.252,294.67126,38.698971,15.128
CANDIDATE,0,0,0,0,79.334347,144.0233,0.652,10.886,164.9,1.56,500,14.73,14.6,1,6384,4.33,1.15,290.51242,50.649288,13.815
CANDIDATE,0,0,0,0,5.68251605,131.6745,0,3.479,81.2,1.03,1090,333.82,9.4,1,5753,4.319,1.157,296.04425,44.80529,14.878
CANDIDATE,0,0,0,0,7.99144696,136.25855,0.94,3.639,145,1.53,901,155.95,12.8,1,5700,4.434,1.006,289.5484,40.1642,14.955
FALSE POSITIVE,1,0,0,0,68.538296,186.21716,0.002,3.627,1087,25.77,1031,267.17,11.3,1,4687,2.613,8.123,288.03705,39.208988,13.983
CANDIDATE,0,0,0,0,4.52628739,134.32065,0.5,3.736,99.6,1.02,1089,332.79,12.5,2,5700,4.434,1.006,289.5484,40.1642,14.955
FALSE POSITIVE,0,1,1,1,0.643007769,131.68588,0.012,0.69,68.1,0.35,1070,311.13,10.3,1,3925,4.825,0.421,289.07382,40.977531,14.8
CANDIDATE,0,0,0,0,0.597018404,131.71277,0.44,0.4778,245.4,1.09,1578,1473.77,16.5,1,4985,4.675,0.63,295.41479,50.979012,15.509
CANDIDATE,0,0,0,0,4.82025124,134.81355,0.538,2.129,94.1,0.78,1018,254.2,8.5,1,6035,4.591,0.777,296.3609,48.213001,14.639
CANDIDATE,0,0,0,0,12.4019263,141.1769,0.924,4.043,211.1,1.49,713,60.93,9.5,1,5555,4.514,0.832,284.04172,49.138199,15.355
CANDIDATE,0,0,0,0,152.823896,147.5443,0.119,7.734,456.2,2.45,395,5.77,9.9,1,6452,4.394,1.137,289.63535,44.379711,15.408
CANDIDATE,0,0,0,0,6.80899076,132.19078,1.9253,2.077,1192,89.29,795,94.48,11.5,1,4992,4.483,0.854,294.58066,46.610592,16.303
FALSE POSITIVE,1,0,0,0,77.915425,160.9193,0.448,8.274,178.8,1.17,367,4.28,9.2,2,5135,4.464,0.874,297.04208,39.912231,14.316
CANDIDATE,0,0,0,0,358.818895,416.5775,0.825,2.503,666.1,2.66,262,1.11,11.5,1,6056,4.47,0.918,300.29211,44.731041,13.919
CANDIDATE,0,0,0,0,284.727213,142.0923,0.316,10.299,355.3,2.02,278,1.41,12.7,1,5497,4.332,1.08,290.14725,46.802872,14.636
FALSE POSITIVE,0,0,1,1,3.74786694,134.17739,0.49,3.632,80.9,0.89,1176,451.72,19.1,1,5957,4.498,0.971,291.00818,50.255589,13.567
CANDIDATE,0,0,0,0,30.5392931,156.7026,0.045,6.887,428.2,2.72,669,47.46,15,1,5803,4.211,1.328,295.96893,38.867168,15.271
FALSE POSITIVE,0,1,1,0,0.913244995,132.18552,0.286,0.4931,47.8,0.77,1967,3541.46,10.2,1,5923,4.402,1.049,284.91156,39.298618,13.343
FALSE POSITIVE,0,1,1,0,0.584148495,131.84461,0.584,1.6192,66.2,0.87,2130,4882.9,21.9,1,5427,4.347,1.031,292.97867,42.056492,13.949
CANDIDATE,0,0,0,0,12.6362048,134.4588,0.174,3.961,124,1.1,774,85.06,11.5,1,5772,4.457,0.992,290.73434,51.770962,14.241
FALSE POSITIVE,1,0,1,0,0.579770948,132.081304,0.946,1.0377,467.9,2.4,1953,3425.06,44.3,2,5561,4.561,0.854,281.04361,42.975761,15.298
FALSE POSITIVE,1,0,0,0,0.92225589,131.8088,0.992,4.227,33,1.29,2206,5614.19,7.1,1,5631,4.114,1.485,286.37338,37.919003,12.352
CANDIDATE,0,0,0,0,7.94004281,135.4315,0.004,3.282,81.9,0.98,1010,245.79,10.7,1,6278,4.425,1.081,298.43478,48.706139,13.757
FALSE POSITIVE,0,0,1,1,0.75499096,131.8315,0.322,2.485,215.8,1.39,1949,3403.34,9.9,1,5743,4.466,0.946,284.34848,40.690659,15.708
CANDIDATE,0,0,0,0,8.95294046,134.33731,0.718,2.995,44,0.86,1012,247.66,13,1,6047,4.266,1.207,298.26816,41.251663,11.458
FALSE POSITIVE,1,0,1,1,1.428596987,132.79165,0.7017,2.1401,50,1.62,2637,11425.1,26.1,1,6745,3.901,2.144,290.73431,48.16341,12.619
CANDIDATE,0,0,0,0,4.84350003,134.81488,0.906,3.045,50.2,0.9,1121,373.1,10.4,1,5762,4.348,1.056,282.58282,42.346352,13.59
CANDIDATE,0,0,0,0,36.7614011,137.7551,0.984,15.982,160.9,1.52,475,12,16.2,1,5305,4.504,0.823,289.41428,41.51004,15.598
CANDIDATE,0,0,0,0,4.373570433,133.82814,0.1,0.623,366,1.23,727,66.12,14.5,1,4362,4.623,0.64,295.30652,49.179668,15.194
FALSE POSITIVE,0,1,0,0,43.0759115,160.13883,1.256,90.95,3452,213.46,1032,268.5,323.1,1,4766,2.919,5.915,294.88538,39.084202,9.927
CANDIDATE,0,0,0,0,154.674369,177.3621,0.777,9.35,435.8,2.29,371,4.47,13.5,1,6338,4.449,1.002,288.63861,42.857288,15.015
FALSE POSITIVE,0,0,1,0,1.02087831,131.66089,0.148,2.429,33.4,0.64,1903,3115.14,9.9,1,5750,4.337,1.106,290.89783,37.972778,14.103
FALSE POSITIVE,0,0,1,0,1.26132769,132.4274,0.289,1.244,109.7,0.14,447,9.46,9.9,1,2900,5.224,0.132,288.11703,38.437733,15.918
FALSE POSITIVE,0,1,0,1,1.1578141,132.43684,0.564,3.253,54.8,1.24,2133,4895.77,27.8,1,5412,3.941,1.629,296.97321,43.394669,13.548
CANDIDATE,0,0,0,0,15.9513866,146.45425,0.197,2.285,99.2,1.17,849,123.03,9.2,1,6451,4.375,1.168,291.53922,44.44706,13.629
FALSE POSITIVE,0,0,1,0,24.1876477,145.8464,1.8212,2.654,194.8,118.8,782,88.31,11.4,1,6437,4.273,1.31,291.75128,38.034431,13.544
CANDIDATE,0,0,0,0,7.7859111,137.8734,0.675,7.788,45.5,0.68,939,183.92,12,1,6045,4.479,0.954,290.42307,51.388729,13.515
FALSE POSITIVE,0,0,1,0,2.44926655,132.82121,0.253,2.988,108.2,0.76,1033,269.06,10.7,1,4840,4.551,0.749,294.60608,39.920361,15.238
FALSE POSITIVE,0,0,1,1,2.17812826,132.03068,0.344,2.601,100.8,0.81,1206,500.27,10.4,1,5426,4.579,0.805,287.14621,47.183529,15.613
FALSE POSITIVE,0,0,1,1,1.33259494,132.0286,0.104,2.783,92.7,0.89,1665,1814.46,7.8,1,6063,4.51,0.918,294.88477,46.646591,15.165
FALSE POSITIVE,0,0,1,1,2.05048377,133.2849,0.013,3.67,60.5,0.66,1339,761.65,14.3,1,5568,4.451,0.854,287.17123,39.388329,14.352
FALSE POSITIVE,0,0,1,1,1.19550618,132.3006,0.483,3.337,26.9,0.78,2152,5062.04,13.3,1,6088,4.15,1.463,297.53574,41.940571,13.45
FALSE POSITIVE,1,0,0,0,0.683082998,131.73271,0.694,4.409,143.3,9.92,6757,492690.35,26.1,1,8247,3.17,7.762,284.49561,44.988121,8.163
FALSE POSITIVE,1,0,1,0,0.791771167,131.523083,1.224,2.4463,509.2,82.71,3419,32163.04,82.4,1,6218,3.678,3.07,291.48654,39.211723,13.852
FALSE POSITIVE,0,1,0,0,0.894172544,131.51006,0.162,0.8302,86.2,0.68,1461,1070.89,16.9,1,4982,4.591,0.736,289.75653,46.952888,14.251
FALSE POSITIVE,0,0,1,0,1.68207624,132.12513,0.56,1.519,54.7,1.01,1980,3646.1,11.1,1,6495,4.191,1.311,298.23792,48.175758,13.753
CANDIDATE,0,0,0,0,9.8480917,136.80247,0.127,3.079,141.9,0.88,711,60.47,9.7,1,5289,4.546,0.748,292.25284,38.60899,14.791
FALSE POSITIVE,0,0,1,0,0.969602551,131.93121,0.415,1.728,111,0.69,1334,750.09,10.4,1,4856,4.643,0.66,295.14267,39.93071,15.522
FALSE POSITIVE,0,0,1,0,9.25801294,132.88335,0.186,2.854,88.1,1.73,1229,539.51,12.9,1,6200,3.977,1.834,299.51422,41.220589,13.49
FALSE POSITIVE,0,1,1,1,25.9554044,148.7989,0.952,8.491,122.7,1.46,656,43.9,11.6,1,6058,4.408,1.038,293.72696,39.0368,14.145
FALSE POSITIVE,1,0,0,0,0.93479255,131.88578,1.2,4.5838,247.5,24.75,2040,4108.03,78.3,2,6018,4.33,1.053,295.18976,42.523319,14.198
CANDIDATE,0,0,0,0,54.0812235,145.2689,0.182,6.279,411.1,1.54,431,8.19,11.6,1,5757,4.597,0.762,297.59964,39.626339,15.487
